,Unnamed: 0,post_datetime,post_title_link,post_title_text,post_hood,detail_body,Completed,pay_from_post,pay_rate
323,323,2022-09-16T20:45:30.000Z,https://boston.craigslist.org/nos/dmg/7534724262.html,Cut Your Hair,north shore,,True,400.0,lump
324,324,2022-09-16T20:33:33.000Z,https://boston.craigslist.org/nos/lbg/7534718804.html,Junk Removal jobs that can make you some fast money,North Shore,,True,,hourly
325,325,2022-09-16T20:33:16.000Z,https://boston.craigslist.org/nwb/lbg/7534718674.html,Junk Removal jobs that can make you some fast money,Northwest Boston,,True,,hourly
326,326,2022-09-16T20:32:54.000Z,https://boston.craigslist.org/bmw/lbg/7534718532.html,Junk Removal jobs that can make you some fast money,Metro West,,True,,hourly
327,327,2022-09-16T20:32:34.000Z,https://boston.craigslist.org/sob/lbg/7534718388.html,Junk Removal jobs that can make you some fast money,South Shore,,True,,hourly
328,328,2022-09-16T20:32:15.000Z,https://boston.craigslist.org/gbs/lbg/7534718223.html,Junk Removal jobs that can make you some fast money,Boston,,True,,hourly
329,329,2022-09-16T19:38:21.000Z,https://boston.craigslist.org/bmw/lbg/7534692502.html,Landscaper with Truck Needed / Sun Sept 18th,Framingham,,True,25.0,hourly
330,330,2022-09-16T19:06:47.000Z,https://boston.craigslist.org/gbs/tlg/7534676625.html,AV Manager Needed (Must have Equipment),boston/cambridge/brookline,,True,750.0,lump
331,331,2022-09-16T19:06:33.000Z,https://boston.craigslist.org/gbs/crg/7534676489.html,Female Life Drawing Model,Allston,,True,150.0,hourly
332,332,2022-09-16T18:56:16.000Z,https://boston.craigslist.org/gbs/dmg/7534671083.html,Essential Tremor (ET) Clinical Study,boston/cambridge/brookline,,True,,lump
333,333,2022-09-16T18:55:01.000Z,https://boston.craigslist.org/gbs/dmg/7534670412.html,Migraines Study,boston/cambridge/brookline,,True,,lump
334,334,2022-09-16T18:41:48.000Z,https://boston.craigslist.org/gbs/dmg/7534663604.html,Healthy Volunteers (Ages 65 or older) Study,boston/cambridge/brookline,,True,,lump
335,335,2022-09-16T18:40:50.000Z,https://boston.craigslist.org/gbs/dmg/7534663098.html,Healthy Volunteers (Women Age 16 to 40) Study,boston/cambridge/brookline,,True,,lump
336,336,2022-09-16T18:40:49.000Z,https://boston.craigslist.org/gbs/dmg/7534663086.html,Alzheimer's Disease Clinical Study,boston/cambridge/brookline,,True,,lump
337,337,2022-09-16T18:38:49.000Z,https://boston.craigslist.org/gbs/dmg/7534662057.html,Crohn's Disease Clinical Study,boston/cambridge/brookline,,True,,lump
338,338,2022-09-16T18:38:49.000Z,https://boston.craigslist.org/gbs/dmg/7534662059.html,Type 1 Diabetes Clinical Study,boston/cambridge/brookline,,True,,lump
339,339,2022-09-16T18:38:03.000Z,https://boston.craigslist.org/gbs/dmg/7534661648.html,Atopic Dermatitis (Eczema) Clinical Study,boston/cambridge/brookline,,True,,lump
340,340,2022-09-16T18:38:03.000Z,https://boston.craigslist.org/gbs/dmg/7534661654.html,Depression Clinical Study,boston/cambridge/brookline,,True,,lump
341,341,2022-09-16T18:38:03.000Z,https://boston.craigslist.org/sob/dmg/7534661653.html,Healthy Seniors Needed for a Study! Compensation Available,south shore,,True,,lump
342,342,2022-09-16T17:58:41.000Z,https://boston.craigslist.org/sob/lbg/7534640142.html,Painter needed Sat 18 per hour,Sharon Ma,,True,18.0,hourly
343,343,2022-09-16T17:44:31.000Z,https://boston.craigslist.org/gbs/lbg/7534632842.html,Looking for painting subcontractors,Billerica Lowell area,,True,30.0,hourly
344,344,2022-09-16T17:16:37.000Z,https://boston.craigslist.org/gbs/evg/7534617696.html,$!! SUPERVISOR NEEDED !!$,"(Dorchester, MA )",,True,25.0,hourly
345,345,2022-09-16T16:42:18.000Z,https://boston.craigslist.org/gbs/cwg/7534598457.html,hiring labor crews,boston/cambridge/brookline,,True,18.0,lump
346,346,2022-09-16T16:39:51.000Z,https://boston.craigslist.org/gbs/evg/7534597099.html,Bartenders needed FREE TRAINING,Boston,,True,,daily
347,347,2022-09-16T16:32:07.000Z,https://boston.craigslist.org/gbs/lbg/7534592704.html,💰📈💰📈NEED HELP WITH GRASS CUTTING - RECURRING JOBS AVAILABLE,boston/cambridge/brookline,,True,1000.0,weekly
348,348,2022-09-16T16:28:05.000Z,https://boston.craigslist.org/gbs/lbg/7534590250.html,INSTALL HARDWOOD FLOOR,Metro West,,True,,lump
349,349,2022-09-16T16:12:31.000Z,https://boston.craigslist.org/gbs/dmg/7534581575.html,$10 AMAZON GIFT CARD for ~5 Minutes of Your Time,Boston,,True,10.0,lump
350,350,2022-09-16T16:06:21.000Z,https://boston.craigslist.org/bmw/evg/7534577985.html,Bartenders needed - FREE TRAINING,Natick,,True,,daily
351,351,2022-09-16T15:58:59.000Z,https://boston.craigslist.org/sob/evg/7534573581.html,Bartenders Needed - Free Training,Quincy,,True,,daily
352,352,2022-09-16T15:55:35.000Z,https://boston.craigslist.org/nos/evg/7534571714.html,Bartenders needed - free Bartensder training,Lynn,,True,,daily
353,353,2022-09-16T15:42:05.000Z,https://boston.craigslist.org/gbs/evg/7534564341.html,supervisor/Sign Holder Needed,Dorchester Center,,True,20.0,hourly
354,354,2022-09-16T15:27:34.000Z,https://boston.craigslist.org/gbs/dmg/7534556503.html,Teach kids Sports after-school 1x/week and make $55 an hour,boston/cambridge/brookline,,True,55.0,hourly
355,355,2022-09-16T15:17:47.000Z,https://boston.craigslist.org/gbs/cwg/7534551657.html,Videographer with grip gear,Boston,,True,,weekly
356,356,2022-09-16T14:54:47.000Z,https://boston.craigslist.org/sob/lbg/7534539882.html,🟩 💵Landscapers & Snow Pro's: Earn up to $5k weekly revenue🟩,South Shore & all surrounding areas,,True,5.0,weekly
357,357,2022-09-16T14:39:20.000Z,https://boston.craigslist.org/gbs/lbg/7534532702.html,Do you work at Compass Group? Join Our Software Beta & Get $100,boston/cambridge/brookline,,True,100.0,lump
358,358,2022-09-16T14:36:19.000Z,https://boston.craigslist.org/gbs/evg/7534531296.html,Boston Freedom Rally Survey,Boston Boston Commons,,True,25.0,hourly
359,359,2022-09-16T14:08:42.000Z,https://boston.craigslist.org/bmw/lbg/7534518762.html,💰📈💰📈NEED LOCAL LAWN CARE PRO LOOKING FOR STEADY JOBS,metro west,,True,1000.0,weekly
360,360,2022-09-16T14:00:34.000Z,https://boston.craigslist.org/bmw/lbg/7534515062.html,🟩💰 Landscape & Snow Pro’s: Earn $5k+ each week,Metro West & all surrounding areas,,True,5.0,weekly
361,361,2022-09-16T13:56:13.000Z,https://boston.craigslist.org/gbs/dmg/7534513130.html,Handyman Wanted! $20-$35/hr. Make your own schedule,boston/cambridge/brookline,,True,27.5,hourly
362,362,2022-09-16T13:55:33.000Z,https://boston.craigslist.org/nwb/lbg/7534512862.html,Move to Maine MOVERS WANTED ( place to live ),Windham,,True,21.0,lump
363,363,2022-09-16T13:53:54.000Z,https://boston.craigslist.org/sob/lbg/7534512161.html,🟩 💵Snow Pro's: Instant work & pay: earn up to $5k weekly revenue🟩,South Shore & all surrounding areas,,True,5.0,weekly
364,364,2022-09-16T13:50:36.000Z,https://boston.craigslist.org/nwb/dmg/7534510677.html,💡Help a family- Earn upto $70k+ $1500 in acceptance & screening bonus,"Boston (Northwest/Merrimack), MA",,True,785.0,lump
365,365,2022-09-16T13:46:25.000Z,https://boston.craigslist.org/nwb/lbg/7534508890.html,"Pickup Truck Sign Drivers-$160/Day - Salem, NH 03079",Salem,,True,160.0,daily
366,366,2022-09-16T13:45:24.000Z,https://boston.craigslist.org/gbs/evg/7534508425.html,"Sign Walkers / Wavers-$19/hr - Dedham, MA 02026",Dedham,,True,19.0,hourly
367,367,2022-09-16T13:22:57.000Z,https://boston.craigslist.org/gbs/dmg/7534499976.html,Are memories of a trauma interfering with your life?,McLean Hospital/Harvard Medical School,,True,280.0,lump
368,368,2022-09-16T12:54:20.000Z,https://boston.craigslist.org/nos/dmg/7534490341.html,Plumbing gig to fix two leaking toilets before moving in,Lynn,,True,,daily
369,369,2022-09-16T12:34:11.000Z,https://boston.craigslist.org/gbs/evg/7534484687.html,CLEANING CREW -- GET PAID SAME DAY!,FENWAY - MGM MUSIC HALL,,True,15.0,hourly
370,370,2022-09-16T11:52:24.000Z,https://boston.craigslist.org/gbs/lbg/7534475331.html,Package Delivery Driver $19.50 HR,Dedham,,True,19.5,hourly
371,371,2022-09-16T06:01:33.000Z,https://boston.craigslist.org/gbs/dmg/7534448670.html,Focus Group on Dogs,"Boston, MA",,True,100.0,lump
372,372,2022-09-16T01:34:36.000Z,https://boston.craigslist.org/bmw/lbg/7534406198.html,Finish Carpenter,Natick,,True,35.0,hourly
373,373,2022-09-16T01:02:36.000Z,https://boston.craigslist.org/nos/lbg/7534397775.html,weekend farm help,Essex,,True,20.0,hourly
374,374,2022-09-16T00:54:07.000Z,https://boston.craigslist.org/gbs/dmg/7534395404.html,Are you an 18 to 40 year old woman?,McLean Hospital,,True,425.0,lump
375,375,2022-09-16T00:41:05.000Z,https://boston.craigslist.org/gbs/tlg/7534391679.html,UNMARRIED COUPLES STRUGGLING WITH FIDELITY FOR A REALITY SHOW!! (PAID),Nationwide,,True,,lump
376,376,2022-09-16T00:25:22.000Z,https://boston.craigslist.org/nos/lbg/7534386970.html,CASHERS/RUNNERS/IMMIDIATE WORK,BOSTON,,True,18.0,hourly
377,377,2022-09-16T00:00:07.000Z,https://boston.craigslist.org/gbs/lbg/7534378388.html,Busco trabajadores de albañilería carpintería pintura,Dorchester Center Quincy Area’s,,True,,lump
378,378,2022-09-15T23:11:02.000Z,https://boston.craigslist.org/gbs/lbg/7534360853.html,Help moving furniture (Waltham),waltham,,True,100.0,lump
379,379,2022-09-15T23:03:45.000Z,https://boston.craigslist.org/gbs/evg/7534358062.html,Wedding Videographers Wanted!!!,Boston,,True,50.0,hourly
380,380,2022-09-15T22:34:08.000Z,https://boston.craigslist.org/gbs/evg/7534347074.html,Wedding Photographers Wanted!!!,Boston,,True,50.0,hourly
381,381,2022-09-15T22:25:12.000Z,https://boston.craigslist.org/nwb/tlg/7534343695.html,CASTING CALL: ARE YOU IN A RELATIONSHIP WITH SOMEONE FACING JAIL TIME?,northwest/merrimack,,True,,lump
382,382,2022-09-15T22:16:11.000Z,https://boston.craigslist.org/nwb/dmg/7534340241.html,"CLEANING JOBS AVAILABLE - $23+/hr, Paid Daily",northwest/merrimack,,True,23.0,hourly
383,383,2022-09-15T21:19:08.000Z,https://boston.craigslist.org/sob/lbg/7534317408.html,Need approx 550 sq ft of Armstrong Grip Strip flooring installed,Weymouth,,True,550.0,lump
384,384,2022-09-15T21:01:14.000Z,https://boston.craigslist.org/gbs/tlg/7534309590.html,CASTING CALL: Looking for People Converting Religions For Love,boston/cambridge/brookline,,True,,lump
385,385,2022-09-15T20:32:27.000Z,https://boston.craigslist.org/bmw/evg/7534297091.html,Need 21-30 year olds for Paid Marketing Research (Framingham),Foxborough and Framingham,,True,15.0,lump
386,386,2022-09-15T20:20:14.000Z,https://boston.craigslist.org/gbs/tlg/7534291448.html,Autumn Portrait Shoot - Female Model,"Boston, MA",,True,25.0,hourly
387,387,2022-09-15T19:34:26.000Z,https://boston.craigslist.org/gbs/lbg/7534269601.html,"Choose your Warehouse Shifts. Make up to $25/hr, get paid fast!",boston/cambridge/brookline,,True,25.0,hourly
388,388,2022-09-15T19:11:58.000Z,https://boston.craigslist.org/nwb/cwg/7534258549.html,Carpentry - Need to replace railing,Lowell area,,True,,lump
389,389,2022-09-15T18:33:50.000Z,https://boston.craigslist.org/nos/lbg/7534239391.html,Laborer wanted,Winthrop,,True,20.0,hourly
390,390,2022-09-15T18:14:41.000Z,https://boston.craigslist.org/sob/lbg/7534229690.html,INSTALL LUXURY VINYL PLANK AND LEVEL SUB FLOOR,PEMBROKE MA,,True,,weekly
391,391,2022-09-15T18:05:01.000Z,https://boston.craigslist.org/gbs/tlg/7534224868.html,Female Models needed for Video Shoot,boston/cambridge/brookline,,True,,lump
392,392,2022-09-15T17:42:28.000Z,https://boston.craigslist.org/gbs/lbg/7534213234.html,💰📈💰📈NEED HELP WITH GRASS CUTTING - RECURRING JOBS AVAILABLE,boston/cambridge/brookline,,True,1000.0,weekly
393,393,2022-09-15T17:27:40.000Z,https://boston.craigslist.org/nwb/tlg/7534205661.html,Figure Model for Artist's Studio,"250 Canal Street, Lawrence MA",,True,20.0,hourly
394,394,2022-09-15T17:27:24.000Z,https://boston.craigslist.org/gbs/lbg/7534205527.html,Paid research on depression and the brain,Belmont,,True,1038.5,lump
395,395,2022-09-15T17:26:53.000Z,https://boston.craigslist.org/gbs/evg/7534205269.html,DC & Boston Event Staff Needed - $30 /HR**,boston/cambridge/brookline,,True,30.0,hourly
396,396,2022-09-15T17:11:51.000Z,https://boston.craigslist.org/gbs/lbg/7534197386.html,"Paid research on past depression, decision-making, and the brain",Belmont,,True,800.0,lump
397,397,2022-09-15T17:08:10.000Z,https://boston.craigslist.org/nos/lbg/7534195323.html,Upholstry,Wakefield,,True,,lump
398,398,2022-09-15T17:04:43.000Z,https://boston.craigslist.org/gbs/dmg/7534193410.html,Chronic Knee Pain Treatment,boston/cambridge/brookline,,True,,hourly
399,399,2022-09-15T16:45:56.000Z,https://boston.craigslist.org/bmw/lbg/7534183222.html,🤑💰🤑💰GREAT $$$ FOR REGULAR HELP WITH LAWN CARE JOBS,metro west,,True,1000.0,weekly
400,400,2022-09-15T15:47:28.000Z,https://boston.craigslist.org/gbs/lbg/7534151516.html,Wine Delivery Person,Arlington area,,True,540.0,hourly
401,401,2022-09-15T15:31:42.000Z,https://boston.craigslist.org/gbs/dmg/7534143601.html,Teach kids Cooking after-school 1x/week and make $55 an hour,boston/cambridge/brookline,,True,55.0,hourly
402,402,2022-09-15T15:13:16.000Z,https://boston.craigslist.org/gbs/cpg/7534134679.html,Looking for Smart TV Users for a Paid Study by uTest ($20/hr),boston/cambridge/brookline,,True,20.0,hourly
403,403,2022-09-15T13:50:56.000Z,https://boston.craigslist.org/sob/dmg/7534097124.html,❤️ SURROGATES NEEDED - $500 application BONUS - Earn $50k- $70k+,"Boston (South Shore),MA",,True,206.66666666666663,lump
404,404,2022-09-15T12:19:06.000Z,https://boston.craigslist.org/nos/evg/7534069075.html,Bartenders needed,Lynn,,True,25.0,hourly
405,405,2022-09-15T12:14:30.000Z,https://boston.craigslist.org/bmw/evg/7534068117.html,Bartenders needed,Newton,,True,25.0,hourly
406,406,2022-09-15T12:12:59.000Z,https://boston.craigslist.org/gbs/dmg/7534067812.html,NEED HANDYMAN FOR TASKS - Paid Daily,boston/cambridge/brookline,,True,1000.0,weekly
407,407,2022-09-15T04:28:31.000Z,https://boston.craigslist.org/gbs/lbg/7534027351.html,Seeking Paid Participants - Vision Study,boston/cambridge/brookline,,True,900.0,lump
408,408,2022-09-15T02:06:35.000Z,https://boston.craigslist.org/gbs/crg/7534002401.html,Focus Group for Women on Cosmetics & Skincare,"Boston, MA",,True,150.0,lump
409,409,2022-09-15T01:53:06.000Z,https://boston.craigslist.org/gbs/cpg/7533999277.html,Earn $150 | Product feedback for tech startup,boston/cambridge/brookline,,True,150.0,lump
410,410,2022-09-15T01:00:34.000Z,https://boston.craigslist.org/sob/evg/7533985352.html,Bartenders Needed,Quincy,,True,25.0,hourly
411,411,2022-09-15T00:15:40.000Z,https://boston.craigslist.org/nos/evg/7533972233.html,EVENT STAFF/SERVERS/RUNNERS/CASHIERS,"BOSTON, MA",,True,17.5,hourly
412,412,2022-09-14T23:12:56.000Z,https://boston.craigslist.org/nos/lbg/7533951379.html,"Need help with packing, moving, and unpacking from East Boston to Lynn",East Boston,,True,,hourly
413,413,2022-09-14T23:10:42.000Z,https://boston.craigslist.org/gbs/tlg/7533950602.html,CASTING CALL: ARE YOU FACING PRISON TIME?,boston/cambridge/brookline,,True,,lump
414,414,2022-09-14T23:10:15.000Z,https://boston.craigslist.org/bmw/crg/7533950430.html,Sales Manager / Equity Partner,Dartmouth / Berkley / New Bedford / Seekonk,,True,,lump
415,415,2022-09-14T22:45:07.000Z,https://boston.craigslist.org/sob/crg/7533941534.html,Model wanted,Boston/South Shore,,True,100.0,hourly
416,416,2022-09-14T21:46:53.000Z,https://boston.craigslist.org/sob/lbg/7533920332.html,Laborer for Plastering,Attleboro,,True,,lump
417,417,2022-09-14T21:46:32.000Z,https://boston.craigslist.org/gbs/lbg/7533920177.html,Are memories of a trauma interfering with your life?,McLean Hospital/Harvard Medical School,,True,280.0,lump
418,418,2022-09-14T21:20:31.000Z,https://boston.craigslist.org/nos/lbg/7533909788.html,"Landscaping, Reseed still needed!",Winthrop,,True,,lump
419,419,2022-09-14T21:16:49.000Z,https://boston.craigslist.org/gbs/lbg/7533908310.html,Have you experienced a traumatic event?,McLean Hospital,,True,320.0,lump
420,420,2022-09-14T20:58:16.000Z,https://boston.craigslist.org/gbs/cpg/7533897578.html,TItle: 10 Minute Job - Search Online for Local SEO Test,watertown,,True,30.0,lump
421,421,2022-09-14T20:06:50.000Z,https://boston.craigslist.org/gbs/lbg/7533877534.html,"Choose your Restaurant Shifts. Make up to $25/hr, get paid fast!",boston/cambridge/brookline,,True,25.0,hourly
422,422,2022-09-14T19:07:40.000Z,https://boston.craigslist.org/gbs/lbg/7533849680.html,Have a truck need a buck $40++ per hour,All Across Mass,,True,40.0,hourly
423,423,2022-09-14T18:50:27.000Z,https://boston.craigslist.org/gbs/crg/7533841042.html,Diverse Models Needed for a Paid Photoshoot,Seaport,,True,100.0,lump
424,424,2022-09-14T18:38:08.000Z,https://boston.craigslist.org/gbs/cpg/7533835051.html,African American Voices Needed for Recording Project,Boston,,True,60.0,lump
425,425,2022-09-14T18:14:37.000Z,https://boston.craigslist.org/gbs/dmg/7533823305.html,Help Around the House,Waltham,,True,17.75,hourly
426,426,2022-09-14T17:39:40.000Z,https://boston.craigslist.org/nos/lbg/7533805573.html,--- Sign Wavers! $20hr ( Burlington ),Burlington,,True,20.0,hourly
427,427,2022-09-14T17:39:14.000Z,https://boston.craigslist.org/gbs/lbg/7533805331.html,👀👀 LOOKING FOR LANDSCAPER - FULL TIME & PART TIME 💰,boston/cambridge/brookline,,True,1000.0,weekly
428,428,2022-09-14T17:25:23.000Z,https://boston.craigslist.org/sob/dmg/7533797895.html,Household helper,Hingham,,True,20.0,lump
429,429,2022-09-14T17:07:50.000Z,https://boston.craigslist.org/bmw/evg/7533788713.html,--- Sign Wavers! $15hr ( Burlington ),Burlington,,True,15.0,hourly
430,430,2022-09-14T16:19:40.000Z,https://boston.craigslist.org/sob/tlg/7533763472.html,Seeking Pianist for 1 hour on 10/2,Marshfield,,True,,hourly
431,431,2022-09-14T16:17:54.000Z,https://boston.craigslist.org/nos/lbg/7533762507.html,Lawn Mower Driver /Landscaper $22.00 - $28.00/hr,"North Shore, Salem, Newton, Newburyport, Andover, Boston",,True,25.0,hourly
432,432,2022-09-14T16:16:53.000Z,https://boston.craigslist.org/bmw/lbg/7533761956.html,🤑💰🤑💰GREAT $$$ FOR REGULAR HELP WITH LAWN CARE JOBS,metro west,,True,1000.0,weekly
433,433,2022-09-14T15:52:45.000Z,https://boston.craigslist.org/gbs/cpg/7533748803.html,[Wanted] ml / ai professional for data project / tutoring,Boston,,True,,lump
434,434,2022-09-14T15:37:21.000Z,https://boston.craigslist.org/gbs/lbg/7533741095.html,electrical apprentice/License part/full time work,greater boston,,True,,lump
435,435,2022-09-14T14:30:49.000Z,https://boston.craigslist.org/gbs/lbg/7533709250.html,Moving & Light Carpentry Help Needed,Somerville,,True,25.0,hourly
436,436,2022-09-14T14:21:50.000Z,https://boston.craigslist.org/gbs/tlg/7533705435.html,Pin Up Type Model Needed,RI,,True,200.0,lump
437,437,2022-09-14T14:15:41.000Z,https://boston.craigslist.org/gbs/tlg/7533702763.html,Great Gig $(200),boston/cambridge/brookline,,True,200.0,lump
438,438,2022-09-14T14:05:14.000Z,https://boston.craigslist.org/sob/lbg/7533698200.html,Fence Subs,East Bridgewater,,True,,lump
439,439,2022-09-14T08:48:46.000Z,https://boston.craigslist.org/nos/dmg/7533640257.html,Earn $50-70k+ as a Surrogate🍍 $1500 in acceptance & screening bonuses,"Boston (North Shore), MA",,True,775.0,lump
440,440,2022-09-14T03:04:46.000Z,https://boston.craigslist.org/gbs/cwg/7533607696.html,Focus Group on Streaming Services,"Boston, MA",,True,125.0,lump
441,441,2022-09-14T02:32:24.000Z,https://boston.craigslist.org/nos/cpg/7533600924.html,Live Streaming Coordinator for Worship Services,MEDFORD,,True,25.0,hourly
442,442,2022-09-14T01:57:42.000Z,https://boston.craigslist.org/nwb/dmg/7533593284.html,Housekeeper with experience,ANDOVER,,True,27.5,hourly
443,443,2022-09-13T23:13:47.000Z,https://boston.craigslist.org/sob/lbg/7533543416.html,looking For Skilled Masonry Carptrney Worker’s,Quincy,,True,,lump
444,444,2022-09-13T23:02:49.000Z,https://boston.craigslist.org/gbs/lbg/7533538333.html,DoorDash Drivers Get Paid Around $26/hr in Boston,boston/cambridge/brookline,,True,26.0,hourly
445,445,2022-09-13T22:34:45.000Z,https://boston.craigslist.org/nos/dmg/7533528955.html,$25/Hour to Clean Small Apartment,Downtown Andover,,True,25.0,hourly
446,446,2022-09-13T22:29:46.000Z,https://boston.craigslist.org/gbs/tlg/7533527104.html,Hiring dancers & models for video shoot,Boston,,True,1000.0,lump
447,447,2022-09-13T21:50:15.000Z,https://boston.craigslist.org/bmw/lbg/7533511455.html,foundation,medway,,True,,lump
448,448,2022-09-13T21:32:36.000Z,https://boston.craigslist.org/gbs/lbg/7533504238.html,Immediate Need-A GUTTER CLEANER to cover !,Boston,,True,30.0,hourly
449,449,2022-09-13T21:05:11.000Z,https://boston.craigslist.org/gbs/lbg/7533492131.html,"Choose your Landscaping Shifts. Make up to $25/hr, get paid fast!",boston/cambridge/brookline,,True,25.0,hourly
450,450,2022-09-13T20:51:09.000Z,https://boston.craigslist.org/gbs/lbg/7533485595.html,Earn $21+ Per Jump Start Or Tire Change You Perform!,Boston Area,,True,21.0,lump
451,451,2022-09-13T20:35:51.000Z,https://boston.craigslist.org/gbs/tlg/7533478213.html,Need Grand Ma/Pa Models - No Exp Needed,Dedham /Westwood/Dover Area,,True,40.0,hourly
452,452,2022-09-13T20:29:31.000Z,https://boston.craigslist.org/gbs/tlg/7533475257.html,Musicians and Composers Wanted For Music Licensing,Boston,,True,,hourly
453,453,2022-09-13T20:21:33.000Z,https://boston.craigslist.org/gbs/crg/7533471708.html,Looking for a photographer for 3 hours,Dedham /Westwood Area,,True,250.0,lump
454,454,2022-09-13T20:02:47.000Z,https://boston.craigslist.org/gbs/dmg/7533462457.html,++ISO Local Middle School Tutor//$80 Per Lesson//Weekly Lessons++,Watertown / Surrounding,,True,80.0,weekly
455,455,2022-09-13T19:19:33.000Z,https://boston.craigslist.org/gbs/evg/7533443012.html,Headshot Photographer - September 22nd,boston/cambridge/brookline,,True,350.0,lump
456,456,2022-09-13T18:54:07.000Z,https://boston.craigslist.org/gbs/dmg/7533430550.html,Personal Assistant Wanted,Cambridge,,True,30.0,hourly
457,457,2022-09-13T17:19:17.000Z,https://boston.craigslist.org/nos/lbg/7533382842.html,Part Time Evening Cleaner,Woburn,,True,16.0,lump
458,458,2022-09-13T17:00:56.000Z,https://boston.craigslist.org/gbs/cpg/7533373027.html,Product Test for Type 1 Diabetic Patients in Boston,"Boston, MA",,True,525.0,lump
459,459,2022-09-13T16:32:36.000Z,https://boston.craigslist.org/gbs/lbg/7533358042.html,Grocery Shoppers & Drivers Wanted! Earn up to $25/hr on Your Schedule,boston/cambridge/brookline,,True,25.0,hourly
460,460,2022-09-13T16:22:50.000Z,https://boston.craigslist.org/gbs/lbg/7533352860.html,"PTSD Research Studies - Payment up to $750, which varies by study",boston/cambridge/brookline,,True,750.0,lump
461,461,2022-09-13T16:22:02.000Z,https://boston.craigslist.org/gbs/dmg/7533352452.html,Paid Sleep Apnea Medical Research! Compensation Available!,boston/cambridge/brookline,,True,,lump
462,462,2022-09-13T15:56:25.000Z,https://boston.craigslist.org/gbs/evg/7533338395.html,"The most fun work at live events! 52,000 real jobs, $20-$40 per hr",Greater Boston area,,True,30.0,hourly
463,463,2022-09-13T15:47:36.000Z,https://boston.craigslist.org/bmw/lbg/7533333698.html,💸📈💸📈LAWN CARE PROS - MAKE UP TO $1000 PER WEEK,metro west,,True,1000.0,weekly
464,464,2022-09-13T15:33:21.000Z,https://boston.craigslist.org/gbs/evg/7533326316.html,Event Manager / Zoom Manager - September 22nd,boston/cambridge/brookline,,True,250.0,lump
465,465,2022-09-13T15:25:04.000Z,https://boston.craigslist.org/gbs/evg/7533322008.html,Usher for piano concert,Cambridge,,True,100.0,lump
466,466,2022-09-13T15:24:53.000Z,https://boston.craigslist.org/nos/evg/7533321921.html,Savvy Wine Consultants Needed!,"Everett, MA",,True,28.0,hourly
467,467,2022-09-13T15:21:13.000Z,https://boston.craigslist.org/gbs/tlg/7533320063.html,Mistress of Ceremonies - Sept 22nd,boston/cambridge/brookline,,True,250.0,lump
468,468,2022-09-13T15:14:19.000Z,https://boston.craigslist.org/gbs/crg/7533316614.html,Boston PT portrait photographers - MUST HAVE WEEKEND AVAILABILITY,Boston,,True,100.0,hourly
469,469,2022-09-13T15:10:27.000Z,https://boston.craigslist.org/gbs/evg/7533314598.html,Event Manager - September 22nd,boston/cambridge/brookline,,True,250.0,lump
470,470,2022-09-13T14:04:45.000Z,https://boston.craigslist.org/gbs/lbg/7533284392.html,Product Test for Pharmacists & Nurse Practitioners in Boston,"Boston, MA",,True,200.0,lump
471,471,2022-09-13T13:54:11.000Z,https://boston.craigslist.org/sob/dmg/7533279817.html,Seeking Dog Walker/Pet Sitter when traveling,Cohasset,,True,,weekly
472,472,2022-09-13T13:15:08.000Z,https://boston.craigslist.org/bmw/tlg/7533265294.html,Lead/Slide guitar Sub wanted,Boston/Metro West,,True,,lump
473,473,2022-09-13T12:50:15.000Z,https://boston.craigslist.org/gbs/lbg/7533257649.html,PLUMBER ELECTRICIAN HVAC PAINTER HANDYMAN 🎯 Are You Needing Work?,Boston & Anywhere MASS,,True,,lump
474,474,2022-09-13T10:37:29.000Z,https://boston.craigslist.org/nos/lbg/7533234940.html,Licensed Boat Captain,Marblehead MA,,True,,hourly
475,475,2022-09-13T08:02:30.000Z,https://boston.craigslist.org/gbs/dmg/7533225465.html,Focus Group for Parents on Kids Entertainment,"Boston, MA",,True,125.0,lump
476,476,2022-09-13T06:18:58.000Z,https://boston.craigslist.org/gbs/crg/7533219680.html,Marketing Associate (Remote),boston/cambridge/brookline,,True,15.0,hourly
477,477,2022-09-13T03:43:15.000Z,https://boston.craigslist.org/gbs/lbg/7533200616.html,Moving Helper Wanted ASAP Cash,boston/cambridge/brookline,,True,25.0,lump
478,478,2022-09-13T02:42:13.000Z,https://boston.craigslist.org/gbs/lbg/7533188826.html,Short term Help Wanted,Burlington,,True,16.0,hourly
479,479,2022-09-13T01:48:09.000Z,https://boston.craigslist.org/gbs/dmg/7533176447.html,babysitter needed for awesome 4 & 9 yr old girls,belmont,,True,30.0,hourly
480,480,2022-09-13T00:43:19.000Z,https://boston.craigslist.org/gbs/cpg/7533158193.html,~$30 Paid Task | Remote | Looking for 'OK Google' users | TaskVerse,boston/cambridge/brookline,,True,30.0,lump
481,481,2022-09-13T00:12:42.000Z,https://boston.craigslist.org/gbs/evg/7533148482.html,"Assistant Race Timers $25 per hour, Side hustle",MA,,True,25.0,hourly
482,482,2022-09-12T23:07:14.000Z,https://boston.craigslist.org/gbs/lbg/7533125196.html,Painter/Carpenter/Handyman Wanted,Jamaica Plain,,True,22.5,hourly
